review,sentiment
both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes . ,1
"maybe there 's a metaphor here , but figuring it out would n't make trouble every day any better . ",0
what a stiflingly unfunny and unoriginal mess this is ! ,0
rarely does such high-profile talent serve such literate material . ,1
the problem with `` xxx '' is that its own action is n't very effective . ,0
master of disguise runs for only 71 minutes and feels like three hours . ,0
beautifully crafted and cooly unsettling ... recreates the atmosphere of the crime expertly . ,1
even murphy 's expert comic timing and famed charisma ca n't rescue this effort . ,0
one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm . ,1
"lovely and amazing is holofcener 's deep , uncompromising curtsy to women she knows , and very likely is . ",1
"pure cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance . ",1
drowning 's too good for this sucker . ,0
"ultimately , the film never recovers from the clumsy clich̩ of the ugly american abroad , and the too-frosty exterior ms. paltrow employs to authenticate her british persona is another liability . ",0
great dragons ! ,1
"with few respites , marshall keeps the energy humming , and his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it . ",1
billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse . ,0
this slight premise ... works because of the ideal casting of the masterful british actor ian holm as the aged napoleon . ,1
labute 's careful handling makes the material seem genuine rather than pandering . ,1
"bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly . ",0
"a distinguished and thoughtful film , marked by acute writing and a host of splendid performances . ",1
mindless yet impressively lean spinoff of last summer 's bloated effects fest the mummy returns . ,1
"in the spirit of the season , i assign one bright shining star to roberto benigni 's pinocchio -- but i guarantee that no wise men will be following after it . ",0
"impostor ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies . ",0
chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of ` ethnic cleansing . ' ,1
"it 's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing . ",1
its one-sidedness ... flirts with propaganda . ,0
a big meal of cliches that the talented cast generally chokes on . ,0
writer \/ director m. night shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable . ,1
miller has crafted an intriguing story of maternal instincts and misguided acts of affection . ,1
one of the best of a growing strain of daring films ... that argue that any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect . ,1
their computer-animated faces are very expressive . ,1
it 's not too fast and not too slow . ,1
a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother 's hold over her . ,1
"in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded . ",1
could this be the first major studio production shot on video tape instead of film ? ,0
"assayas ' ambitious , sometimes beautiful adaptation of jacques chardonne 's novel . ",1
"j. lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she 's a pretty woman , but she 's no working girl . ",1
"it 's more enjoyable than i expected , though , and that 's because the laughs come from fairly basic comedic constructs . ",1
"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet . ",1
"the direction , by george hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism . ",0
the art demands live viewing . ,1
where their heads were is anyone 's guess . ,0
a high-spirited buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime . ,1
compellingly watchable . ,1
a film that suffers because of its many excesses . ,0
reno himself can take credit for most of the movie 's success . ,1
it 's so badly made on every level that i 'm actually having a hard time believing people were paid to make it . ,0
"the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration . ",0
"what enlivens this film , beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates . ",1
pompous and garbled . ,0
"despite juliet stevenon 's attempt to bring cohesion to pamela 's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs . ",0
festers in just such a dungpile that you 'd swear you were watching monkeys flinging their feces at you . ,0
"finally , the french-produced `` read my lips '' is a movie that understands characters must come first . ",1
naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation . ,1
a captivating and intimate study about dying and loving ... ,1
"after sitting through this sloppy , made-for-movie comedy special , it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work . ",0
a wonderfully warm human drama that remains vividly in memory long after viewing ,1
the sweetest thing leaves a bitter taste . ,0
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring . ",1
"she nearly glows with enthusiasm , sensuality and a conniving wit . ",1
the innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen . ,0
jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself . ,1
fairly run-of-the-mill . ,0
a sentimental but entirely irresistible portrait of three aging sisters . ,1
"for a film that 's being advertised as a comedy , sweet home alabama is n't as funny as you 'd hoped . ",0
"from the opening strains of the average white band 's `` pick up the pieces '' , you can feel the love . ",1
"well made but uninvolving , bloodwork is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery . ",0
what 's invigorating about it is that it does n't give a damn . ,1
"alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life . ",1
the thing about guys like evans is this : you 're never quite sure where self-promotion ends and the truth begins . ,0
"what makes barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies . ",1
"it 's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it 's just grating . ",0
"leigh is n't breaking new ground , but he knows how a daily grind can kill love . ",1
"with dirty deeds , david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen . ",1
... one of the more influential works of the ` korean new wave ' . ,1
trailer trash cinema so uncool the only thing missing is the `` gadzooks ! '' ,0
"as predictable as the outcome of a globetrotters-generals game , juwanna mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and a personal low for everyone involved . ",0
"a tired , unimaginative and derivative variation of that already-shallow genre . ",0
happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music . ,1
a minor film with major pleasures from portuguese master manoel de oliviera ... ,1
burns ' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off . ,0
"the two leads , nearly perfect in their roles , bring a heart and reality that buoy the film , and at times , elevate it to a superior crime movie . ",1
"affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids . ",1
"george clooney , in his first directorial effort , presents this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years . ",1
"it 's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn . ",1
"daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails . ",1
"a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i 'm not exactly sure what -- and has all the dramatic weight of a raindrop . ",0
"- style cross-country adventure ... it has sporadic bursts of liveliness , some so-so slapstick and a few ear-pleasing songs on its soundtrack . ",1
"i 'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap clich̩ . ",0
or maybe `` how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? '' ,0
"ponderous , plodding soap opera disguised as a feature film . ",0
rehearsals are frequently more fascinating than the results . ,1
"director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime 's uninspired send-up of tv cop show cliches mostly leaves him shooting blanks . ",1
just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills . ,0
"if there was ever a movie where the upbeat ending feels like a copout , this is the one . ",0
"it 's also curious to note that this film , like the similarly ill-timed antitrust , is easily as bad at a fraction the budget . ",0
"it is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter . ",1
the most surprising thing about this film is that they are actually releasing it into theaters . ,0
"beating the austin powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness . ",1
"snoots will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers ' time with a gobbler like this . ",0
"dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten . ",1
the film exudes the urbane sweetness that woody allen seems to have bitterly forsaken . ,1
a charmer from belgium . ,1
"-lrb- h -rrb- ad i suffered and bled on the hard ground of ia drang , i 'd want something a bit more complex than we were soldiers to be remembered by . ",0
"sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it 's geared toward an audience full of masters of both . ",0
i am more offended by his lack of faith in his audience than by anything on display here . ,0
there 's a part of us that can not help be entertained by the sight of someone getting away with something . ,1
nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy . ,0
witty dialog between realistic characters showing honest emotions . ,1
"bad company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them . ",0
"never having seen the first two films in the series , i ca n't compare friday after next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days . ",0
"gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways . ",1
a sugar-coated rocky whose valuable messages are forgotten 10 minutes after the last trombone honks . ,0
robinson 's web of suspense matches the page-turning frenzy that clancy creates . ,1
"crudup 's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families . ",1
the verdict : two bodies and hardly a laugh between them . ,0
an uneasy mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection . ,0
alarms for duvall 's throbbing sincerity and his elderly propensity for patting people while he talks . ,1
"captures all the longing , anguish and ache , the confusing sexual messages and the wish to be a part of that elusive adult world . ",1
"for a movie about the power of poetry and passion , there is precious little of either . ",0
what 's infuriating about full frontal is that it 's too close to real life to make sense . ,0
"and yet , it still works . ",1
the film has the uncanny ability to right itself precisely when you think it 's in danger of going wrong . ,1
i have not been this disappointed by a movie in a long time . ,0
and people make fun of me for liking showgirls . ,0
"highlighted by a gritty style and an excellent cast , it 's better than one might expect when you look at the list of movies starring ice-t in a major role . ",1
bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness . ,1
a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either . ,0
the story the movie tells is of brian de palma 's addiction to the junk-calorie suspense tropes that have all but ruined his career . ,0
"with so many bad romances out there , this is the kind of movie that deserves a chance to shine . ",1
the movie does n't add anything fresh to the myth . ,0
"-lrb- evans is -rrb- a fascinating character , and deserves a better vehicle than this facetious smirk of a movie . ",0
whether jason x is this bad on purpose is never clear . ,0
not at all clear what it 's trying to say and even if it were -- i doubt it would be all that interesting . ,0
"ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer 's memory . ",1
"a chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody . ",1
beware the quirky brit-com . ,0
"written , flatly , by david kendall and directed , barely , by there 's something about mary co-writer ed decter . ",0
the drama discloses almost nothing . ,0
"memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual . ",0
hard-core slasher aficionados will find things to like ... but overall the halloween series has lost its edge . ,0
"this is a remake by the numbers , linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie . ",0
an awful snooze . ,0
no. . ,0
and they succeed merrily at their noble endeavor . ,1
soderbergh skims the fat from the 1972 film . ,1
run for your lives ! ,0
steven spielberg brings us another masterpiece ,1
"for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion . ",0
"but as you watch the movie , you 're too interested to care . ",1
"in the name of an allegedly inspiring and easily marketable flick , the emperor 's club turns a blind eye to the very history it pretends to teach . ",0
"please , someone , stop eric schaeffer before he makes another film . ",0
there 's no energy . ,0
"the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness . ",1
"the performances are amiable and committed , and the comedy more often than not hits the bullseye . ",1
"hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound . ",0
"an appalling ` ace ventura ' rip-off that somehow manages to bring together kevin pollak , former wrestler chyna and dolly parton . ",0
michael moore 's latest documentary about america 's thirst for violence is his best film yet ... ,1
"it 's about individual moments of mood , and an aimlessness that 's actually sort of amazing . ",1
"sitting in the third row of the imax cinema at sydney 's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not ",1
"she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew . ",1
miyazaki is one of world cinema 's most wondrously gifted artists and storytellers . ,1
sharp edges and a deep vein of sadness run through its otherwise comic narrative . ,1
it grabs you in the dark and shakes you vigorously for its duration . ,1
"it 's endlessly inventive , consistently intelligent and sickeningly savage . ",1
nights feels more like a quickie tv special than a feature film ... it 's not even a tv special you 'd bother watching past the second commercial break . ,0
"we admire this film for its harsh objectivity and refusal to seek our tears , our sympathies . ",1
"a smart and funny , albeit sometimes superficial , cautionary tale of a technology in search of an artist . ",1
"... a bland , pretentious mess . ",0
there 's no reason to miss interview with the assassin ,1
"laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , no such thing is a fascinating little tale . ",1
"the film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama . ",0
a lovably old-school hollywood confection . ,1
fessenden 's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy . ,1
"there 's a delightfully quirky movie to be made from curling , but brooms is n't it . ",0
"an achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses . ",0
"... plenty of warmth to go around , with music and laughter and the love of family . ",1
more intellectually scary than dramatically involving . ,0
"... stylistically , the movie is a disaster . ",0
you 'll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra-large cotton candy . ,0
is a mess . ,0
what makes it worth watching is quaid 's performance . ,1
"rymer does n't trust laughs -- and does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects . ",0
these are textbook lives of quiet desperation . ,0
"cold , nervy and memorable . ",1
"a sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern china . ",1
"the picture runs a mere 84 minutes , but it 's no glance . ",1
dogtown & z-boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean . ,1
an infinitely wittier version of the home alone formula . ,1
"` butterfingered ' is the word for the big-fisted direction of jez butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach . ",0
"you 'll forget about it by monday , though , and if they 're old enough to have developed some taste , so will your kids . ",0
"a brisk , reverent , and subtly different sequel . ",1
it hates its characters . ,0
"occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma . ",0
"a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily . ",0
a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for nba properties . ,0
"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . ",1
most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement . ,0
i wanted more . ,0
"- west coast rap wars , this modern mob music drama never fails to fascinate . ",1
"a sly female empowerment movie , although not in a way anyone would expect . ",1
arteta paints a picture of lives lived in a state of quiet desperation . ,1
"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be . ",0
"cheap , vulgar dialogue and a plot that crawls along at a snail 's pace . ",0
there is a general air of exuberance in all about the benjamins that 's hard to resist . ,1
"squandering his opportunity to make absurdist observations , burns gets caught up in the rush of slapstick thoroughfare . ",0
"a pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro . ",1
the actors try hard but come off too amateurish and awkward . ,0
the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman 's posthumously published cult novel . ,1
godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... in praise of love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating . ,0
it 's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic . ,0
"the merchant-ivory team continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage . ",0
"if you can read the subtitles -lrb- the opera is sung in italian -rrb- and you like ` masterpiece theatre ' type costumes , you 'll enjoy this movie . ",1
sexy and romantic . ,1
"the film boasts dry humor and jarring shocks , plus moments of breathtaking mystery . ",1
well-made but mush-hearted . ,1
the lack of naturalness makes everything seem self-consciously poetic and forced ... it 's a pity that -lrb- nelson 's -rrb- achievement does n't match his ambition . ,0
"they 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid . ",0
you live the mood rather than savour the story . ,1
disjointed parody . ,0
"nohe has made a decent ` intro ' documentary , but he feels like a spectator and not a participant . ",0
"for those in search of something different , wendigo is a genuinely bone-chilling tale . ",1
it just did n't mean much to me and played too skewed to ever get a hold on -lrb- or be entertained by -rrb- . ,0
"blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky `` pretty woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought . ",0
"this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art-house gay porn film . ",0
"it 's mildly amusing , but i certainly ca n't recommend it . ",0
"it 's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast . ",1
a story which fails to rise above its disgusting source material . ,0
"a laughable -- or rather , unlaughable -- excuse for a film . ",0
"in his role of observer of the scene , lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature . ",0
"the criticism never rises above easy , cynical potshots at morally bankrupt characters ... ",0
"grenier is terrific , bringing an unforced , rapid-fire delivery to toback 's heidegger - and nietzsche-referencing dialogue . ",1
"but if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie . ",0
baby-faced renner is eerily convincing as this bland blank of a man with unimaginable demons within . ,1
"spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing . ",1
"although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up catholic or , really , anything . ",0
"it 's a treat watching shaw , a british stage icon , melting under the heat of phocion 's attentions . ",1
"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip . ",0
there 's a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale . ,0
"in an era where big stars and high production values are standard procedure , narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve . ",1
the komediant is a tale worth catching . ,1
"stuffy , full of itself , morally ambiguous and nothing to shout about . ",0
what goes on for the 110 minutes of `` panic room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals . ,0
"a bracing , unblinking work that serves as a painful elegy and sobering cautionary tale . ",1
"just a string of stale gags , with no good inside dope , and no particular bite . ",0
"a depraved , incoherent , instantly disposable piece of hackery . ",0
"if it were any more of a turkey , it would gobble in dolby digital stereo . ",0
consider the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire . ,0
"there are some laughs in this movie , but williams ' anarchy gets tiresome , the satire is weak . ",0
lan yu seems altogether too slight to be called any kind of masterpiece . ,0
"claims to sort the bad guys from the good , which is its essential problem . ",0
"it 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but it 's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest . ",0
much of the cast is stiff or just plain bad . ,0
a slight but sweet film . ,1
"it is messy , uncouth , incomprehensible , vicious and absurd . ",0
"kapur fails to give his audience a single character worth rooting for -lrb- or worth rooting against , for that matter -rrb- . ",0
"fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film . ",1
"shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic . ",1
"by the end of it all i sort of loved the people onscreen , even though i could not stand them . ",1
"while most films these days are about nothing , this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world . ",1
"even if you 've seen `` stomp '' -lrb- the stage show -rrb- , you still have to see this ! ",1
a puzzle whose pieces do not fit . ,0
