review,sentiment
"The obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old Hanna-Barbera charm .",0
"The message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another .",2
"For most of its footage , the new thriller proves that director M. Night Shyamalan can weave an eerie spell and that Mel Gibson can gasp , shudder and even tremble without losing his machismo .",4
"Long before it 's over , you 'll be thinking of 51 ways to leave this loser .",0
"It ca n't escape its past , and it does n't want to .",2
"Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .",3
"We started to wonder if ... some unpaid intern had just typed ` Chris Rock , ' ` Anthony Hopkins ' and ` terrorists ' into some Univac-like script machine .",0
Helps to remind the First World that HIV/AIDS is far from being yesterday 's news .,2
A remarkably insightful look at the backstage angst of the stand-up comic .,4
"Where Tom Green stages his gags as assaults on America 's knee-jerk moral sanctimony , Jackass lacks aspirations of social upheaval .",1
Rewarding .,3
Romanek 's themes are every bit as distinctive as his visuals .,4
A documentary to make the stones weep -- as shameful as it is scary .,1
"... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .",0
"Yes , MIBII is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it .",3
This is the stuff that Disney movies are made of .,3
I 'll go out on a limb .,3
"When the movie mixes the cornpone and the Cosa Nostra , it finds a nice rhythm .",3
"A lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers .",4
One suspects that Craven endorses They simply because this movie makes his own look much better by comparison .,1
"It 's better suited for the history or biography channel , but there 's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",1
"Attal 's hang-ups surrounding infidelity are so old-fashioned and , dare I say , outdated , it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident .",1
... unbearably lame .,0
One of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,4
"Appropriately cynical social commentary aside , # 9 never quite ignites .",1
"Merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .",0
"Contains the humor , characterization , poignancy , and intelligence of a bad sitcom .",1
The script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .,0
"At times THE GUYS taps into some powerful emotions , but this kind of material is more effective on stage .",2
"A heartbreakingly thoughtful minor classic , the work of a genuine and singular artist .",4
"About Amy 's cuteness , Amy 's career success ( she 's a best-selling writer of self-help books who ca n't help herself ) , and Amy 's neuroses when it comes to men .",2
Less front-loaded and more shapely than the two-hour version released here in 1990 .,2
"It has its faults , but it is a kind , unapologetic , sweetheart of a movie , and Mandy Moore leaves a positive impression .",3
A film with almost as many delights for adults as there are for children and dog lovers .,4
Thumbs up to Paxton for not falling into the Hollywood trap and making a vanity project with nothing new to offer .,4
"I still like Moonlight Mile , better judgment be damned .",3
Solondz creates some effective moments of discomfort for character and viewer alike .,2
A macabre and very stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .,3
Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest .,1
"While the material is slight , the movie is better than you might think .",3
The film never finds its tone and several scenes run too long .,1
The strong subject matter continues to shock throughout the film .,2
Brave and sweetly rendered love story .,3
The Tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life .,0
"This is a nicely handled affair , a film about human darkness but etched with a light ( yet unsentimental ) touch .",3
The skills of a calculus major at M.I.T. are required to balance all the formulaic equations in the long-winded heist comedy Who Is Cletis Tout ?,1
The camera twirls !,2
"Starts slowly , but Adrien Brody -- in the title role -- helps make the film 's conclusion powerful and satisfying .",3
"( Raimi 's ) matured quite a bit with Spider-Man , even though it 's one of the most plain white toast comic book films you 'll ever see .",2
Friday After Next is a lot more bluster than bite .,1
"On top of a foundering performance , ( Madonna 's ) denied her own athleticism by lighting that emphasizes every line and sag .",1
"There 's no real reason to see it , and no real reason not to .",2
A quietly moving look back at what it was to be Iranian-American in 1979 .,3
I ca n't remember the last time I saw a movie where I wanted so badly for the protagonist to fail .,2
A waste of fearless purity in the acting craft .,1
"If you 're looking to rekindle the magic of the first film , you 'll need a stronger stomach than us .",1
And they succeed merrily at their noble endeavor .,3
... a rather bland affair .,1
"Y Tu Mamá También is hilariously , gloriously alive , and quite often hotter than Georgia asphalt .",4
"Although shot with little style , Skins is heartfelt and achingly real .",3
Deserves high marks for political courage but barely gets by on its artistic merits .,2
"Hopkins , squarely fills the screen .",4
A virtual roller-coaster ride of glamour and sleaze .,2
Harmless fun .,3
"It plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting .",1
Soderbergh skims the fat from the 1972 film .,3
That is because - damn it !,2
"It just goes to show , an intelligent person is n't necessarily an admirable storyteller .",1
"An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .",4
"Suspend your disbelief here and now , or you 'll be shaking your head all the way to the credits .",1
"The direction has a fluid , no-nonsense authority , and the performances by Harris , Phifer and Cam ` ron seal the deal .",3
You have to see it .,4
"So beautifully acted and directed , it 's clear that Washington most certainly has a new career ahead of him if he so chooses .",4
"Drama of temptation , salvation and good intentions is a thoughtful examination of faith , love and power .",3
"Too ordinary to restore ( Harmon ) to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience .",2
it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,4
"A worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll .",3
The latest vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .,1
An encouraging effort from McCrudden,3
"... an airless , prepackaged Julia Roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if Lopez 's publicist should share screenwriting credit .",0
"Why `` they '' were here and what `` they '' wanted and quite honestly , I did n't care .",1
There 's no point in extracting the bare bones of Byatt 's plot for purposes of bland Hollywood romance .,1
"I 'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of Woolf and Clarissa Dalloway , The Hours represents two of those well spent .",3
Either a fascinating study of the relationship between mothers and their children or a disturbing story about sociopaths and their marks .,2
"Despite suffering a sense-of-humour failure , The Man Who Wrote Rocky does not deserve to go down with a ship as leaky as this .",1
"Collateral Damage is trash , but it earns extra points by acting as if it were n't .",0
The Master of Disguise is awful .,0
There are just too many characters saying too many clever things and getting into too many pointless situations .,1
"The movie is n't painfully bad , something to be ` fully experienced ' ; it 's just tediously bad , something to be fully forgotten .",1
"Bluto Blutarsky , we miss you .",3
"Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .",3
The problems of the people in Love in the Time of Money are hardly specific to their era .,2
Director Claude Chabrol has become the master of innuendo .,3
"It cooks Conduct in a low , smoky and inviting sizzle .",3
"Old people will love this movie , and I mean that in the nicest possible way : Last Orders will touch the heart of anyone old enough to have earned a 50-year friendship .",2
"The characterizations and dialogue lack depth or complexity , with the ironic exception of Scooter .",1
"The year 's greatest adventure , and Jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate .",4
"At least it 's a fairly impressive debut from the director , Charles Stone III .",4
"Call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie , but I believe a movie can be mindless without being the peak of all things insipid .",0
"You might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead .",1
An extraordinarily silly thriller .,2
"As I settled into my World War II memories , I found myself strangely moved by even the corniest and most hackneyed contrivances .",3
"This heist flick about young Brooklyn hoods is off the shelf after two years to capitalize on the popularity of Vin Diesel , Seth Green and Barry Pepper .",2
But Mr. Polanski creates images even more haunting than those in Mr. Spielberg 's 1993 classic .,4
Meant for Star Wars fans .,2
"every once in a while , a movie will come along that turns me into that annoying specimen of humanity that I usually dread encountering the most - The Fanboy",3
"It 's an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .",2
"It is bad , but certainly not without merit as entertainment .",1
Kinnear 's performance is a career-defining revelation .,4
Its initial excitement settles into a warmed over pastiche .,1
It just does n't have much else ... especially in a moral sense .,2
A movie version of a paint-by-numbers picture .,0
"An enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .",4
"( It ) highlights not so much the crime lord 's messianic bent , but Spacey 's .",2
"The bodily function jokes are about what you 'd expect , but there are rich veins of funny stuff in this movie .",3
Low comedy does n't come much lower .,1
"Crammed with incident , and bristles with passion and energy .",3
A modest masterpiece .,3
"This big screen caper has a good bark , far from being a bow-wow .",2
An absurdist spider web .,1
It appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept .,0
Brosnan is more feral in this film than I 've seen him before and Halle Berry does her best to keep up with him .,3
"Apart from its own considerable achievement , Metropolis confirms Tezuka 's status as both the primary visual influence on the animé tradition and its defining philosophical conscience .",2
Something must have been lost in the translation .,1
I walked away from this new version of E.T. just as I hoped I would -- with moist eyes .,4
"What redeems the film is the cast , particularly the Ya-Yas themselves .",3
The film jolts the laughs from the audience -- as if by cattle prod .,3
"The film is a blunt indictment , part of a perhaps surreal campaign to bring Kissinger to trial for crimes against humanity .",2
But it also comes with the laziness and arrogance of a thing that already knows it 's won .,1
Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .,4
The filmmakers ' eye for detail and the high standards of performance convey a strong sense of the girls ' environment .,3
"Whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet T-shirt and shower scenes .",1
Ryan Gosling ... is at 22 a powerful young actor .,4
"Oh , and more entertaining , too .",3
"Seagal , who looks more like Danny Aiello these days , mumbles his way through the movie .",0
"It 's not life-affirming -- its vulgar and mean , but I liked it .",2
"A fast-paced , glitzy but extremely silly piece .",2
The whole talking-animal thing is grisly .,1
It 's not an easy one to review .,1
... you can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for Frida to just die already .,0
It 's just a little too self-satisfied .,2
"Dull , a road-trip movie that 's surprisingly short of both adventure and song .",0
"Where Janice Beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment .",3
"After an uncertain start , Murder hits and generally sustains a higher plateau with Bullock 's memorable first interrogation of Gosling .",3
"With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewering ... may put off insiders and outsiders alike .",1
"Ultimately too repellent to fully endear itself to American art house audiences , but it is notable for its stylistic austerity and forcefulness .",1
Cherish is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny .,1
"While the now 72-year-old Robert Evans been slowed down by a stroke , he has at least one more story to tell : his own .",3
"Good fun , good action , good acting , good dialogue , good pace , good cinematography .",4
"Crudup 's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families .",3
Audacious-impossible yet compelling ...,3
"Impeccably filmed , sexually charged , but ultimately lacking in substance , not to mention dragged down by a leaden closing act .",2
It 's uninteresting .,0
The wanton slipperiness of * Corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .,4
"Like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories .",0
"I 'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .",2
"Talk To Her is not the perfect movie many have made it out to be , but it 's still quite worth seeing .",3
Hashiguchi uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation .,3
Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers .,4
Do you chuckle at the thought of an ancient librarian whacking a certain part of a man 's body ?,2
The kind of sense of humor that derives from a workman 's grasp of pun and entendre and its attendant need to constantly draw attention to itself .,2
Any movie that makes hard work seem heroic deserves a look .,3
When the violence actually shocked ?,2
"It 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .",3
"What 's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .",3
"Queen of the Damned as you might have guessed , makes sorry use of Aaliyah in her one and only starring role -- she does little here but point at things that explode into flame .",1
It 's quite diverting nonsense .,1
The mushy finale turns John Q into a movie-of-the-week tearjerker .,3
"A mature , deeply felt fantasy of a director 's travel through 300 years of Russian history .",3
"Her film is like a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless .",1
LaBute masterfully balances both Traditional or Modern stories together in a manner that one never overwhelms the other .,4
Steers refreshingly clear of the usual cliches .,3
"Bluer than the Atlantic and more biologically detailed than an autopsy , the movie ... is , also , frequently hilarious .",4
"With three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it 's enough to make you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective .",2
A true pleasure .,3
A brilliant gag at the expense of those who paid for it and those who pay to see it .,2
Offers the flash of rock videos fused with solid performances and eerie atmosphere .,4
"Blue Crush follows the formula , but throws in too many conflicts to keep the story compelling .",1
It must be in the genes .,2
The most brilliant work in this genre since the 1984 uncut version of Sergio Leone 's flawed but staggering Once Upon a Time in America .,4
To show these characters in the act and give them no feelings of remorse -- and to cut repeatedly to the flashback of the original rape -- is overkill to the highest degree .,2
Leigh makes these lives count .,3
"A modestly comic , modestly action-oriented World War II adventure that , in terms of authenticity , is one of those films that requires the enemy to never shoot straight .",2
The movie 's blatant derivativeness is one reason it 's so lackluster .,1
"( The kid 's ) just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow .",1
Deepa Mehta provides an accessible introduction as well as some intelligent observations on the success of Bollywood in the Western world .,3
"Some Body will take you places you have n't been , and also places you have .",3
A mesmerizing cinematic poem from the first frame to the last .,4
... the story simply putters along looking for astute observations and coming up blank .,1
Just send it to Cranky .,1
"Blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it surveys , the film has in Kieran Culkin a pitch-perfect Holden .",4
"eventually arrives at its heart , as simple self-reflection meditation .",3
"Despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings .",1
This is SO De Palma .,2
Can I admit XXX is as deep as a Petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ?,1
But it does somehow manage to get you under its spell .,3
"Benigni 's Pinocchio is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow .",2
Terrible .,0
The film is impressive for the sights and sounds of the wondrous beats the world has to offer .,4
"If you 're looking for a smart , nuanced look at de Sade and what might have happened at Picpus , Sade is your film .",3
Roman Polanski 's autobiographical gesture at redemption is better than ` Shindler 's List ' - it is more than merely a Holocaust movie .,3
"Despite engaging offbeat touches , Knockaround Guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast .",1
"If you already like this sort of thing , this is that sort of thing all over again .",2
"Death to Smoochy tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke .",1
"Weird , vulgar comedy that 's definitely an acquired taste .",2
A good-looking but ultimately pointless political thriller with plenty of action and almost no substance .,2
"An erotic thriller that 's neither too erotic nor very thrilling , either .",0
"The wonderfully lush Morvern Callar is pure punk existentialism , and Ms. Ramsay and her co-writer , Liana Dognini , have dramatized the Alan Warner novel , which itself felt like an answer to Irvine Welsh 's book Trainspotting .",3
Some motion pictures portray ultimate passion ; others create ultimate thrills .,2
"Sometimes entertaining , sometimes indulgent -- but never less than pure wankery .",2
Final verdict : You 've seen it all before .,0
"A journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes Holly and Marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship .",3
"As an actress , Madonna is one helluva singer .",4
"Overall , it 's a pretty mediocre family film .",2
Why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,0
"Those who are only mildly curious , I fear , will be put to sleep or bewildered by the artsy and often pointless visuals .",1
... really horrible drek .,0
A keep - 'em - guessing plot and an affectionate take on its screwed-up characters .,3
For all its problems ... The Lady and the Duke surprisingly manages never to grow boring ... which proves that Rohmer still has a sense of his audience .,3
Morvern rocks .,4
"Lazy , miserable and smug .",0
"The Chateau belongs to Rudd , whose portrait of a therapy-dependent flakeball spouting French malapropisms ... is a nonstop hoot .",3
"I do n't know if Frailty will turn Bill Paxton into an A-list director , but he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie .",3
Hate it because it 's lousy .,0
Comedy troupe Broken Lizard 's first movie is very funny but too concerned with giving us a plot .,2
Ya-Yas everywhere will forgive the flaws and love the film .,3
That 's its first sign of trouble .,1
"The Four Feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .",3
displays the potential for a better movie than what Bailly manages to deliver,2
"( Fiji diver Rusi Vulakoro and the married couple Howard and Michelle Hall ) show us the world they love and make us love it , too .",4
"Your nightmares , on the other hand , will be anything but .",2
"Fortunately , you still have that option .",2
"The film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0
There 's nothing interesting in Unfaithful whatsoever .,0
I 'm going to give it a marginal thumbs up .,3
A wordy wisp of a comedy .,2
`` Interview '' loses its overall sense of mystery and becomes a TV episode rather than a documentary that you actually buy into .,0
The fourth in a series that I 'll bet most parents had thought -- hoped !,2
A fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system,4
Is it a comedy ?,1
A compelling story of musical passion against governmental odds .,3
"Each scene drags , underscoring the obvious , and sentiment is slathered on top .",1
Formula 51 promises a new kind of high but delivers the same old bad trip .,1
"Twenty years later , E.T. is still a cinematic touchstone .",4
"Not quite as miraculous as its DreamWorks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .",3
An extremely unpleasant film .,0
"Reyes ' directorial debut has good things to offer , but ultimately it 's undone by a sloppy script",1
"Amidst the action , the script carries Arnold ( and the viewers ) into the forbidden zone of sympathizing with terrorist motivations by presenting the `` other side of the story . ''",3
"Fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film .",4
"Fails as a dystopian movie , as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix .",0
"As ex-Marine Walter , who may or may not have shot Kennedy , actor Raymond J. Barry is perfectly creepy and believable .",3
"The most remarkable ( and frustrating ) thing about World Traveler , which opens today in Manhattan , is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank .",2
Changing Lanes is an anomaly for a Hollywood movie ; it 's a well-written and occasionally challenging social drama that actually has something interesting to say .,4
The screenplay never lets us forget that Bourne was once an amoral assassin just like the ones who are pursuing him ... There is never really a true `` us '' versus `` them '' .,3
"It 's all gratuitous before long , as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",2
"As underwater ghost stories go , Below casts its spooky net out into the Atlantic Ocean and spits it back , grizzled and charred , somewhere northwest of the Bermuda Triangle .",1
"Never does `` Lilo & Stitch '' reach the emotion or timelessness of Disney 's great past , or even that of more recent successes such as `` Mulan '' or `` Tarzan . ''",1
"But , like Silence , it 's a movie that gets under your skin .",1
"All movie long , City by the Sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of De Niro , McDormand and the other good actors in the cast .",1
A tone poem of transgression .,3
"Muddled , simplistic and more than a little pretentious .",0
"Ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints .",3
"One of the most plain , unimaginative romantic comedies I 've ever seen .",1
"This is pure , exciting moviemaking .",4
"Often likable , but just as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy .",3
The Ring never lets you off the hook .,3
"As it turns out , you can go home again .",3
The lousy John Q all but spits out Denzel Washington 's fine performance in the title role .,1
It must be the end of the world : the best film so far this year is a franchise sequel starring Wesley Snipes .,3
... a series of tales told with the intricate preciseness of the best short story writing .,4
"For the most part , the film does hold up pretty well .",3
"hard as this may be to believe , Here on Earth , a surprisingly similar teen drama , was a better film .",1
"Aptly named , this shimmering , beautifully costumed and filmed production does n't work for me .",2
"Too intensely focused on the travails of being Hal Hartley to function as pastiche , No Such Thing is Hartley 's least accessible screed yet .",1
"If you thought Tom Hanks was just an ordinary big-screen star , wait until you 've seen him eight stories tall .",2
The movie 's biggest shocks come from seeing former nymphette Juliette Lewis playing a salt-of-the-earth mommy named Minnie and watching Slim travel incognito in a ridiculous wig no respectable Halloween costume shop would ever try to sell .,1
... passable enough for a shoot-out in the o.k. court house of life type of flick .,2
Diane Lane 's sophisticated performance ca n't rescue Adrian Lyne 's Unfaithful from its sleazy moralizing .,1
"Fortunately , Elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",3
"Like Kubrick , Soderbergh is n't afraid to try any genre and to do it his own way .",3
"Average , at best , I 'm afraid .",1
"The concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers .",3
"Neither quite a comedy nor a romance , more of an impish divertissement of themes that interest Attal and Gainsbourg -- they live together -- the film has a lot of charm .",3
"Leigh is n't breaking new ground , but he knows how a daily grind can kill love .",3
A cleverly crafted but ultimately hollow mockumentary .,1
"The connected stories of Breitbart and Hanussen are actually fascinating , but the filmmaking in Invincible is such that the movie does not do them justice .",1
It did n't go straight to video .,2
